Location,amenity_bar,amenity_cafe,amenity_cinema,amenity_conference_centre,amenity_events_venue,amenity_fast_food,amenity_office,amenity_post_office,amenity_pub,amenity_research_institute,amenity_restaurant,amenity_theatre,amenity_university,geometry_left,name,latitude,longitude,FTX SPAM,FTX SPAM.1,geometry_right,reg_name,competitor_count,Totale_macchine_interessate,EV_percentage_per_region,amenity_score
Location 5,True,True,True,False,False,True,False,True,True,False,True,True,False,"POLYGON ((4668139.322974441 1404389.9185709495, 4668135.470755778 1404311.504858686, 4668123.951198763 1404233.8463133366, 4668104.875243027 1404157.690829146, 4668078.42660045 1404083.7718250575, 4668044.85998592 1404012.8011814887, 4668004.498664282 1403945.4623845338, 4667957.731337131 1403882.4039436185, 4667905.00839939 1403824.2331460002, 4667846.837601772 1403771.5102082593, 4667783.779160856 1403724.7428811074, 4667716.440363902 1403684.3815594707, 4667645.469720333 1403650.8149449404, 4667571.550716245 1403624.3663023638, 4667495.3952320535 1403605.290346627, 4667417.736686705 1403593.7707896116, 4667339.322974441 1403589.9185709495, 4667260.909262177 1403593.7707896116, 4667183.250716828 1403605.290346627, 4667107.095232637 1403624.3663023638, 4667033.176228548 1403650.8149449404, 4666962.20558498 1403684.3815594707, 4666894.866788025 1403724.7428811074, 4666831.80834711 1403771.5102082593, 4666773.637549492 1403824.2331460002, 4666720.91461175 1403882.4039436185, 4666674.147284599 1403945.4623845338, 4666633.785962962 1404012.8011814887, 4666600.219348432 1404083.7718250575, 4666573.7707058545 1404157.690829146, 4666554.694750118 1404233.8463133366, 4666543.175193103 1404311.504858686, 4666539.322974441 1404389.9185709495, 4666543.175193103 1404468.332283213, 4666554.694750118 1404545.9908285623, 4666573.7707058545 1404622.146312753, 4666600.219348432 1404696.0653168415, 4666633.785962962 1404767.0359604103, 4666674.147284599 1404834.374757365, 4666720.91461175 1404897.4331982804, 4666773.637549492 1404955.6039958987, 4666831.80834711 1405008.3269336396, 4666894.866788025 1405055.0942607915, 4666962.20558498 1405095.4555824283, 4667033.176228548 1405129.0221969585, 4667107.095232637 1405155.4708395351, 4667183.250716828 1405174.546795272, 4667260.909262177 1405186.0663522873, 4667339.322974441 1405189.9185709495, 4667417.736686705 1405186.0663522873, 4667495.3952320535 1405174.546795272, 4667571.550716245 1405155.4708395351, 4667645.469720333 1405129.0221969585, 4667716.440363902 1405095.4555824283, 4667783.779160856 1405055.0942607915, 4667846.837601772 1405008.3269336396, 4667905.00839939 1404955.6039958987, 4667957.731337131 1404897.4331982804, 4668004.498664282 1404834.374757365, 4668044.85998592 1404767.0359604103, 4668078.42660045 1404696.0653168415, 4668104.875243027 1404622.146312753, 4668123.951198763 1404545.9908285623, 4668135.470755778 1404468.332283213, 4668139.322974441 1404389.9185709495))",Caffé Arcioni,41.9240785964876,12.516346882219,40k+,313372.09,POINT (4666967.081338178 1404529.1576255893),Lazio,10,64213,0.0694,8
Location 50,True,False,False,False,False,True,False,False,True,False,True,False,False,"POLYGON ((5066421.158233071 1371505.7748856843, 5066417.306014408 1371427.3611734207, 5066405.786457393 1371349.7026280714, 5066386.710501657 1371273.5471438807, 5066360.26185908 1371199.6281397922, 5066326.69524455 1371128.6574962235, 5066286.333922912 1371061.3186992686, 5066239.566595761 1370998.2602583533, 5066186.84365802 1370940.089460735, 5066128.672860402 1370887.3665229941, 5066065.614419486 1370840.5991958422, 5065998.275622532 1370800.2378742055, 5065927.304978963 1370766.6712596752, 5065853.385974875 1370740.2226170986, 5065777.230490684 1370721.1466613617, 5065699.571945335 1370709.6271043464, 5065621.158233071 1370705.7748856843, 5065542.744520807 1370709.6271043464, 5065465.085975458 1370721.1466613617, 5065388.930491267 1370740.2226170986, 5065315.0114871785 1370766.6712596752, 5065244.04084361 1370800.2378742055, 5065176.702046655 1370840.5991958422, 5065113.64360574 1370887.3665229941, 5065055.472808122 1370940.089460735, 5065002.74987038 1370998.2602583533, 5064955.982543229 1371061.3186992686, 5064915.621221592 1371128.6574962235, 5064882.054607062 1371199.6281397922, 5064855.605964485 1371273.5471438807, 5064836.530008748 1371349.7026280714, 5064825.010451733 1371427.3611734207, 5064821.158233071 1371505.7748856843, 5064825.010451733 1371584.1885979478, 5064836.530008748 1371661.847143297, 5064855.605964485 1371738.0026274878, 5064882.054607062 1371811.9216315763, 5064915.621221592 1371882.892275145, 5064955.982543229 1371950.2310720999, 5065002.74987038 1372013.2895130152, 5065055.472808122 1372071.4603106335, 5065113.64360574 1372124.1832483744, 5065176.702046655 1372170.9505755263, 5065244.04084361 1372211.311897163, 5065315.0114871785 1372244.8785116933, 5065388.930491267 1372271.32715427, 5065465.085975458 1372290.4031100068, 5065542.744520807 1372301.922667022, 5065621.158233071 1372305.7748856843, 5065699.571945335 1372301.922667022, 5065777.230490684 1372290.4031100068, 5065853.385974875 1372271.32715427, 5065927.304978963 1372244.8785116933, 5065998.275622532 1372211.311897163, 5066065.614419486 1372170.9505755263, 5066128.672860402 1372124.1832483744, 5066186.84365802 1372071.4603106335, 5066239.566595761 1372013.2895130152, 5066286.333922912 1371950.2310720999, 5066326.69524455 1371882.892275145, 5066360.26185908 1371811.9216315763, 5066386.710501657 1371738.0026274878, 5066405.786457393 1371661.847143297, 5066417.306014408 1371584.1885979478, 5066421.158233071 1371505.7748856843))",Stinger,45.5040444444445,12.2354722222222,40k+,113750,POINT (5065487.056590051 1372518.4496808082),Veneto,2,51291,0.062,4
Location 51,False,True,True,False,False,False,False,False,False,False,True,True,False,"POLYGON ((5073135.248604929 1118824.198818428, 5073131.396386267 1118745.7851061644, 5073119.876829252 1118668.1265608151, 5073100.800873515 1118591.9710766245, 5073074.352230938 1118518.052072536, 5073040.785616408 1118447.0814289672, 5073000.424294771 1118379.7426320123, 5072953.656967619 1118316.684191097, 5072900.934029878 1118258.5133934787, 5072842.76323226 1118205.7904557378, 5072779.704791345 1118159.023128586, 5072712.36599439 1118118.6618069492, 5072641.395350821 1118085.095192419, 5072567.476346733 1118058.6465498423, 5072491.320862542 1118039.5705941054, 5072413.662317193 1118028.0510370901, 5072335.248604929 1118024.198818428, 5072256.834892665 1118028.0510370901, 5072179.176347316 1118039.5705941054, 5072103.020863125 1118058.6465498423, 5072029.101859037 1118085.095192419, 5071958.131215468 1118118.6618069492, 5071890.792418513 1118159.023128586, 5071827.733977598 1118205.7904557378, 5071769.56317998 1118258.5133934787, 5071716.840242239 1118316.684191097, 5071670.072915087 1118379.7426320123, 5071629.71159345 1118447.0814289672, 5071596.14497892 1118518.052072536, 5071569.696336343 1118591.9710766245, 5071550.6203806065 1118668.1265608151, 5071539.100823591 1118745.7851061644, 5071535.248604929 1118824.198818428, 5071539.100823591 1118902.6125306915, 5071550.6203806065 1118980.2710760408, 5071569.696336343 1119056.4265602315, 5071596.14497892 1119130.34556432, 5071629.71159345 1119201.3162078888, 5071670.072915087 1119268.6550048436, 5071716.840242239 1119331.713445759, 5071769.56317998 1119389.8842433773, 5071827.733977598 1119442.607181118, 5071890.792418513 1119489.37450827, 5071958.131215468 1119529.7358299068, 5072029.101859037 1119563.302444437, 5072103.020863125 1119589.7510870136, 5072179.176347316 1119608.8270427505, 5072256.834892665 1119620.3465997658, 5072335.248604929 1119624.198818428, 5072413.662317193 1119620.3465997658, 5072491.320862542 1119608.8270427505, 5072567.476346733 1119589.7510870136, 5072641.395350821 1119563.302444437, 5072712.36599439 1119529.7358299068, 5072779.704791345 1119489.37450827, 5072842.76323226 1119442.607181118, 5072900.934029878 1119389.8842433773, 5072953.656967619 1119331.713445759, 5073000.424294771 1119268.6550048436, 5073040.785616408 1119201.3162078888, 5073074.352230938 1119130.34556432, 5073100.800873515 1119056.4265602315, 5073119.876829252 1118980.2710760408, 5073131.396386267 1118902.6125306915, 5073135.248604929 1118824.198818428))",Teatro L. Zenucchini,45.5666666666667,10.0,40k+,102341.77,POINT (5072458.130480169 1118889.9748579594),Lombardia,15,108054,0.0767,4
Location 52,True,True,True,True,True,True,False,True,True,True,True,False,True,"POLYGON ((4977880.66314625 1191399.0190537907, 4977876.810927588 1191320.6053415271, 4977865.2913705725 1191242.946796178, 4977846.215414836 1191166.7913119872, 4977819.766772259 1191092.8723078987, 4977786.200157729 1191021.90166433, 4977745.838836092 1190954.562867375, 4977699.07150894 1190891.5044264598, 4977646.348571199 1190833.3336288414, 4977588.177773581 1190780.6106911006, 4977525.119332666 1190733.8433639486, 4977457.780535711 1190693.482042312, 4977386.809892142 1190659.9154277816, 4977312.890888054 1190633.466785205, 4977236.735403863 1190614.3908294681, 4977159.076858514 1190602.8712724529, 4977080.66314625 1190599.0190537907, 4977002.249433986 1190602.8712724529, 4976924.590888637 1190614.3908294681, 4976848.435404446 1190633.466785205, 4976774.516400358 1190659.9154277816, 4976703.545756789 1190693.482042312, 4976636.206959834 1190733.8433639486, 4976573.148518919 1190780.6106911006, 4976514.977721301 1190833.3336288414, 4976462.25478356 1190891.5044264598, 4976415.487456408 1190954.562867375, 4976375.126134771 1191021.90166433, 4976341.559520241 1191092.8723078987, 4976315.110877664 1191166.7913119872, 4976296.034921927 1191242.946796178, 4976284.515364912 1191320.6053415271, 4976280.66314625 1191399.0190537907, 4976284.515364912 1191477.4327660543, 4976296.034921927 1191555.0913114036, 4976315.110877664 1191631.2467955942, 4976341.559520241 1191705.1657996827, 4976375.126134771 1191776.1364432515, 4976415.487456408 1191843.4752402063, 4976462.25478356 1191906.5336811217, 4976514.977721301 1191964.70447874, 4976573.148518919 1192017.4274164808, 4976636.206959834 1192064.1947436328, 4976703.545756789 1192104.5560652695, 4976774.516400358 1192138.1226797998, 4976848.435404446 1192164.5713223764, 4976924.590888637 1192183.6472781133, 4977002.249433986 1192195.1668351286, 4977080.66314625 1192199.0190537907, 4977159.076858514 1192195.1668351286, 4977236.735403863 1192183.6472781133, 4977312.890888054 1192164.5713223764, 4977386.809892142 1192138.1226797998, 4977457.780535711 1192104.5560652695, 4977525.119332666 1192064.1947436328, 4977588.177773581 1192017.4274164808, 4977646.348571199 1191964.70447874, 4977699.07150894 1191906.5336811217, 4977745.838836092 1191843.4752402063, 4977786.200157729 1191776.1364432515, 4977819.766772259 1191705.1657996827, 4977846.215414836 1191631.2467955942, 4977865.2913705725 1191555.0913114036, 4977876.810927588 1191477.4327660543, 4977880.66314625 1191399.0190537907))",Ristorante Pizzeria Il Buontempone,44.7066805555556,10.6385305555555,40k+,96250,POINT (4976724.914501995 1191139.9162067086),Emilia-Romagna,7,45931,0.0661,9
Location 53,True,True,False,False,False,True,False,True,False,False,True,False,False,"POLYGON ((5055942.131363093 1337116.1082310341, 5055938.2791444305 1337037.6945187706, 5055926.7595874155 1336960.0359734213, 5055907.683631679 1336883.8804892306, 5055881.234989102 1336809.9614851421, 5055847.668374572 1336738.9908415733, 5055807.307052935 1336671.6520446185, 5055760.539725783 1336608.5936037032, 5055707.816788042 1336550.4228060849, 5055649.645990424 1336497.699868344, 5055586.587549509 1336450.932541192, 5055519.248752554 1336410.5712195553, 5055448.278108985 1336377.004605025, 5055374.359104897 1336350.5559624485, 5055298.203620706 1336331.4800067116, 5055220.545075357 1336319.9604496963, 5055142.131363093 1336316.1082310341, 5055063.717650829 1336319.9604496963, 5054986.05910548 1336331.4800067116, 5054909.903621289 1336350.5559624485, 5054835.984617201 1336377.004605025, 5054765.013973632 1336410.5712195553, 5054697.675176677 1336450.932541192, 5054634.616735762 1336497.699868344, 5054576.445938144 1336550.4228060849, 5054523.723000403 1336608.5936037032, 5054476.955673251 1336671.6520446185, 5054436.594351614 1336738.9908415733, 5054403.027737084 1336809.9614851421, 5054376.579094507 1336883.8804892306, 5054357.50313877 1336960.0359734213, 5054345.983581755 1337037.6945187706, 5054342.131363093 1337116.1082310341, 5054345.983581755 1337194.5219432977, 5054357.50313877 1337272.180488647, 5054376.579094507 1337348.3359728376, 5054403.027737084 1337422.2549769261, 5054436.594351614 1337493.225620495, 5054476.955673251 1337560.5644174498, 5054523.723000403 1337623.622858365, 5054576.445938144 1337681.7936559834, 5054634.616735762 1337734.5165937243, 5054697.675176677 1337781.2839208762, 5054765.013973632 1337821.645242513, 5054835.984617201 1337855.2118570432, 5054909.903621289 1337881.6604996198, 5054986.05910548 1337900.7364553567, 5055063.717650829 1337912.256012372, 5055142.131363093 1337916.1082310341, 5055220.545075357 1337912.256012372, 5055298.203620706 1337900.7364553567, 5055374.359104897 1337881.6604996198, 5055448.278108985 1337855.2118570432, 5055519.248752554 1337821.645242513, 5055586.587549509 1337781.2839208762, 5055649.645990424 1337734.5165937243, 5055707.816788042 1337681.7936559834, 5055760.539725783 1337623.622858365, 5055807.307052935 1337560.5644174498, 5055847.668374572 1337493.225620495, 5055881.234989102 1337422.2549769261, 5055907.683631679 1337348.3359728376, 5055926.7595874155 1337272.180488647, 5055938.2791444305 1337194.5219432977, 5055942.131363093 1337116.1082310341))",Sapori,45.4090861111111,11.9185305555556,40k+,93924.05,POINT (5054916.343276799 1336438.0591451877),Veneto,3,51291,0.062,5
Location 54,True,True,True,False,False,True,False,True,True,True,True,True,True,"POLYGON ((4977708.329442553 1191088.4077301223, 4977704.477223891 1191009.9940178588, 4977692.957666876 1190932.3354725095, 4977673.881711139 1190856.1799883188, 4977647.433068562 1190782.2609842303, 4977613.866454032 1190711.2903406615, 4977573.505132395 1190643.9515437067, 4977526.737805244 1190580.8931027914, 4977474.014867502 1190522.722305173, 4977415.844069884 1190469.9993674322, 4977352.785628969 1190423.2320402802, 4977285.446832014 1190382.8707186435, 4977214.476188445 1190349.3041041133, 4977140.557184357 1190322.8554615367, 4977064.401700166 1190303.7795057998, 4976986.743154817 1190292.2599487845, 4976908.329442553 1190288.4077301223, 4976829.915730289 1190292.2599487845, 4976752.25718494 1190303.7795057998, 4976676.101700749 1190322.8554615367, 4976602.182696661 1190349.3041041133, 4976531.212053092 1190382.8707186435, 4976463.873256138 1190423.2320402802, 4976400.814815222 1190469.9993674322, 4976342.644017604 1190522.722305173, 4976289.921079863 1190580.8931027914, 4976243.153752712 1190643.9515437067, 4976202.792431074 1190711.2903406615, 4976169.225816544 1190782.2609842303, 4976142.777173967 1190856.1799883188, 4976123.701218231 1190932.3354725095, 4976112.181661216 1191009.9940178588, 4976108.329442553 1191088.4077301223, 4976112.181661216 1191166.821442386, 4976123.701218231 1191244.4799877352, 4976142.777173967 1191320.6354719258, 4976169.225816544 1191394.5544760143, 4976202.792431074 1191465.5251195831, 4976243.153752712 1191532.863916538, 4976289.921079863 1191595.9223574533, 4976342.644017604 1191654.0931550716, 4976400.814815222 1191706.8160928125, 4976463.873256138 1191753.5834199644, 4976531.212053092 1191793.9447416011, 4976602.182696661 1191827.5113561314, 4976676.101700749 1191853.959998708, 4976752.25718494 1191873.035954445, 4976829.915730289 1191884.5555114602, 4976908.329442553 1191888.4077301223, 4976986.743154817 1191884.5555114602, 4977064.401700166 1191873.035954445, 4977140.557184357 1191853.959998708, 4977214.476188445 1191827.5113561314, 4977285.446832014 1191793.9447416011, 4977352.785628969 1191753.5834199644, 4977415.844069884 1191706.8160928125, 4977474.014867502 1191654.0931550716, 4977526.737805244 1191595.9223574533, 4977573.505132395 1191532.863916538, 4977613.866454032 1191465.5251195831, 4977647.433068562 1191394.5544760143, 4977673.881711139 1191320.6354719258, 4977692.957666876 1191244.4799877352, 4977704.477223891 1191166.821442386, 4977708.329442553 1191088.4077301223))",Origini,44.7087972222222,10.6251972222222,40k+,87500,POINT (4976960.5407575 1189629.7308167338),Emilia-Romagna,4,45931,0.0661,9
Location 55,True,True,False,False,False,True,False,False,False,False,True,False,False,"POLYGON ((4988838.207979352 1151940.9416513653, 4988834.35576069 1151862.5279391017, 4988822.836203675 1151784.8693937524, 4988803.760247938 1151708.7139095617, 4988777.311605361 1151634.7949054732, 4988743.744990831 1151563.8242619045, 4988703.383669194 1151496.4854649496, 4988656.616342043 1151433.4270240343, 4988603.893404301 1151375.256226416, 4988545.722606683 1151322.5332886751, 4988482.664165768 1151275.7659615232, 4988415.325368813 1151235.4046398865, 4988344.354725244 1151201.8380253562, 4988270.435721156 1151175.3893827796, 4988194.280236965 1151156.3134270427, 4988116.621691616 1151144.7938700274, 4988038.207979352 1151140.9416513653, 4987959.794267088 1151144.7938700274, 4987882.135721739 1151156.3134270427, 4987805.980237548 1151175.3893827796, 4987732.06123346 1151201.8380253562, 4987661.090589891 1151235.4046398865, 4987593.751792937 1151275.7659615232, 4987530.693352021 1151322.5332886751, 4987472.522554403 1151375.256226416, 4987419.799616662 1151433.4270240343, 4987373.032289511 1151496.4854649496, 4987332.670967873 1151563.8242619045, 4987299.104353343 1151634.7949054732, 4987272.655710766 1151708.7139095617, 4987253.57975503 1151784.8693937524, 4987242.060198015 1151862.5279391017, 4987238.207979352 1151940.9416513653, 4987242.060198015 1152019.3553636288, 4987253.57975503 1152097.013908978, 4987272.655710766 1152173.1693931688, 4987299.104353343 1152247.0883972573, 4987332.670967873 1152318.059040826, 4987373.032289511 1152385.3978377809, 4987419.799616662 1152448.4562786962, 4987472.522554403 1152506.6270763145, 4987530.693352021 1152559.3500140554, 4987593.751792937 1152606.1173412073, 4987661.090589891 1152646.478662844, 4987732.06123346 1152680.0452773743, 4987805.980237548 1152706.493919951, 4987882.135721739 1152725.5698756878, 4987959.794267088 1152737.089432703, 4988038.207979352 1152740.9416513653, 4988116.621691616 1152737.089432703, 4988194.280236965 1152725.5698756878, 4988270.435721156 1152706.493919951, 4988344.354725244 1152680.0452773743, 4988415.325368813 1152646.478662844, 4988482.664165768 1152606.1173412073, 4988545.722606683 1152559.3500140554, 4988603.893404301 1152506.6270763145, 4988656.616342043 1152448.4562786962, 4988703.383669194 1152385.3978377809, 4988743.744990831 1152318.059040826, 4988777.311605361 1152247.0883972573, 4988803.760247938 1152173.1693931688, 4988822.836203675 1152097.013908978, 4988834.35576069 1152019.3553636288, 4988838.207979352 1151940.9416513653))",IL Nodo,44.8184638888889,10.2866805555556,40k+,78750,POINT (4989168.578247832 1151309.858564232),Emilia-Romagna,0,45931,0.0661,4
Location 57,True,False,False,False,False,False,False,False,False,False,True,False,False,"POLYGON ((5067242.840790463 1283593.1370106547, 5067238.9885718 1283514.723298391, 5067227.469014785 1283437.0647530418, 5067208.393059049 1283360.9092688512, 5067181.944416472 1283286.9902647627, 5067148.377801942 1283216.0196211939, 5067108.016480304 1283148.680824239, 5067061.249153153 1283085.6223833237, 5067008.526215412 1283027.4515857054, 5066950.355417794 1282974.7286479645, 5066887.296976878 1282927.9613208126, 5066819.958179924 1282887.5999991759, 5066748.987536355 1282854.0333846456, 5066675.068532267 1282827.584742069, 5066598.9130480755 1282808.508786332, 5066521.254502727 1282796.9892293168, 5066442.840790463 1282793.1370106547, 5066364.427078199 1282796.9892293168, 5066286.76853285 1282808.508786332, 5066210.613048659 1282827.584742069, 5066136.69404457 1282854.0333846456, 5066065.723401002 1282887.5999991759, 5065998.384604047 1282927.9613208126, 5065935.326163132 1282974.7286479645, 5065877.155365514 1283027.4515857054, 5065824.432427772 1283085.6223833237, 5065777.665100621 1283148.680824239, 5065737.303778984 1283216.0196211939, 5065703.737164454 1283286.9902647627, 5065677.288521877 1283360.9092688512, 5065658.21256614 1283437.0647530418, 5065646.693009125 1283514.723298391, 5065642.840790463 1283593.1370106547, 5065646.693009125 1283671.5507229182, 5065658.21256614 1283749.2092682675, 5065677.288521877 1283825.3647524582, 5065703.737164454 1283899.2837565467, 5065737.303778984 1283970.2544001155, 5065777.665100621 1284037.5931970703, 5065824.432427772 1284100.6516379856, 5065877.155365514 1284158.822435604, 5065935.326163132 1284211.5453733448, 5065998.384604047 1284258.3127004968, 5066065.723401002 1284298.6740221335, 5066136.69404457 1284332.2406366637, 5066210.613048659 1284358.6892792403, 5066286.76853285 1284377.7652349772, 5066364.427078199 1284389.2847919925, 5066442.840790463 1284393.1370106547, 5066521.254502727 1284389.2847919925, 5066598.9130480755 1284377.7652349772, 5066675.068532267 1284358.6892792403, 5066748.987536355 1284332.2406366637, 5066819.958179924 1284298.6740221335, 5066887.296976878 1284258.3127004968, 5066950.355417794 1284211.5453733448, 5067008.526215412 1284158.822435604, 5067061.249153153 1284100.6516379856, 5067108.016480304 1284037.5931970703, 5067148.377801942 1283970.2544001155, 5067181.944416472 1283899.2837565467, 5067208.393059049 1283825.3647524582, 5067227.469014785 1283749.2092682675, 5067238.9885718 1283671.5507229182, 5067242.840790463 1283593.1370106547))",Ristorante Pizzeria All'Angolo,45.51005,11.4534305555555,40k+,68670.89,POINT (5066155.59197642 1283567.326280743),Veneto,0,51291,0.062,2
Location 58,False,False,False,False,False,False,False,False,False,False,True,False,False,"POLYGON ((4979925.691247715 1192525.6385918208, 4979921.839029052 1192447.2248795573, 4979910.319472037 1192369.566334208, 4979891.243516301 1192293.4108500173, 4979864.794873724 1192219.4918459288, 4979831.228259194 1192148.52120236, 4979790.866937556 1192081.1824054052, 4979744.099610405 1192018.12396449, 4979691.376672664 1191959.9531668716, 4979633.205875046 1191907.2302291307, 4979570.14743413 1191860.4629019788, 4979502.808637176 1191820.101580342, 4979431.837993607 1191786.5349658118, 4979357.918989519 1191760.0863232352, 4979281.7635053275 1191741.0103674983, 4979204.104959979 1191729.490810483, 4979125.691247715 1191725.6385918208, 4979047.277535451 1191729.490810483, 4978969.618990102 1191741.0103674983, 4978893.463505911 1191760.0863232352, 4978819.544501822 1191786.5349658118, 4978748.573858254 1191820.101580342, 4978681.235061299 1191860.4629019788, 4978618.176620384 1191907.2302291307, 4978560.005822766 1191959.9531668716, 4978507.282885024 1192018.12396449, 4978460.515557873 1192081.1824054052, 4978420.154236236 1192148.52120236, 4978386.587621706 1192219.4918459288, 4978360.138979129 1192293.4108500173, 4978341.063023392 1192369.566334208, 4978329.543466377 1192447.2248795573, 4978325.691247715 1192525.6385918208, 4978329.543466377 1192604.0523040844, 4978341.063023392 1192681.7108494337, 4978360.138979129 1192757.8663336243, 4978386.587621706 1192831.7853377128, 4978420.154236236 1192902.7559812816, 4978460.515557873 1192970.0947782365, 4978507.282885024 1193033.1532191518, 4978560.005822766 1193091.32401677, 4978618.176620384 1193144.046954511, 4978681.235061299 1193190.814281663, 4978748.573858254 1193231.1756032996, 4978819.544501822 1193264.74221783, 4978893.463505911 1193291.1908604065, 4978969.618990102 1193310.2668161434, 4979047.277535451 1193321.7863731587, 4979125.691247715 1193325.6385918208, 4979204.104959979 1193321.7863731587, 4979281.7635053275 1193310.2668161434, 4979357.918989519 1193291.1908604065, 4979431.837993607 1193264.74221783, 4979502.808637176 1193231.1756032996, 4979570.14743413 1193190.814281663, 4979633.205875046 1193144.046954511, 4979691.376672664 1193091.32401677, 4979744.099610405 1193033.1532191518, 4979790.866937556 1192970.0947782365, 4979831.228259194 1192902.7559812816, 4979864.794873724 1192831.7853377128, 4979891.243516301 1192757.8663336243, 4979910.319472037 1192681.7108494337, 4979921.839029052 1192604.0523040844, 4979925.691247715 1192525.6385918208))",Ristorante Pizzeria Jolly Reggio nell'Emilia,44.7287277777778,10.6511638888889,40k+,43399.39,POINT (4979179.200053176 1192570.8777701245),Emilia-Romagna,6,45931,0.0661,1
Location 59,True,False,False,False,False,False,False,False,False,False,True,False,False,"POLYGON ((4935258.9570739465 1334771.0853028616, 4935255.104855284 1334692.671590598, 4935243.585298269 1334615.0130452488, 4935224.509342533 1334538.8575610581, 4935198.060699956 1334464.9385569696, 4935164.4940854255 1334393.9679134008, 4935124.132763788 1334326.629116446, 4935077.365436637 1334263.5706755307, 4935024.6424988955 1334205.3998779124, 4934966.471701277 1334152.6769401715, 4934903.413260362 1334105.9096130196, 4934836.0744634075 1334065.5482913828, 4934765.103819839 1334031.9816768526, 4934691.18481575 1334005.533034276, 4934615.029331559 1333986.457078539, 4934537.3707862105 1333974.9375215238, 4934458.9570739465 1333971.0853028616, 4934380.543361682 1333974.9375215238, 4934302.884816334 1333986.457078539, 4934226.7293321425 1334005.533034276, 4934152.810328054 1334031.9816768526, 4934081.839684485 1334065.5482913828, 4934014.500887531 1334105.9096130196, 4933951.442446616 1334152.6769401715, 4933893.271648997 1334205.3998779124, 4933840.548711256 1334263.5706755307, 4933793.781384105 1334326.629116446, 4933753.420062467 1334393.9679134008, 4933719.853447937 1334464.9385569696, 4933693.40480536 1334538.8575610581, 4933674.328849624 1334615.0130452488, 4933662.809292609 1334692.671590598, 4933658.9570739465 1334771.0853028616, 4933662.809292609 1334849.4990151252, 4933674.328849624 1334927.1575604745, 4933693.40480536 1335003.3130446651, 4933719.853447937 1335077.2320487536, 4933753.420062467 1335148.2026923224, 4933793.781384105 1335215.5414892773, 4933840.548711256 1335278.5999301926, 4933893.271648997 1335336.770727811, 4933951.442446616 1335389.4936655518, 4934014.500887531 1335436.2609927037, 4934081.839684485 1335476.6223143404, 4934152.810328054 1335510.1889288707, 4934226.7293321425 1335536.6375714473, 4934302.884816334 1335555.7135271842, 4934380.543361682 1335567.2330841995, 4934458.9570739465 1335571.0853028616, 4934537.3707862105 1335567.2330841995, 4934615.029331559 1335555.7135271842, 4934691.18481575 1335536.6375714473, 4934765.103819839 1335510.1889288707, 4934836.0744634075 1335476.6223143404, 4934903.413260362 1335436.2609927037, 4934966.471701277 1335389.4936655518, 4935024.6424988955 1335336.770727811, 4935077.365436637 1335278.5999301926, 4935124.132763788 1335215.5414892773, 4935164.4940854255 1335148.2026923224, 4935198.060699956 1335077.2320487536, 4935224.509342533 1335003.3130446651, 4935243.585298269 1334927.1575604745, 4935255.104855284 1334849.4990151252, 4935258.9570739465 1334771.0853028616))",Magnosfera,44.3261888888889,11.9070833333333,40k+,41417.68,POINT (4934368.775917574 1335135.7113594988),Emilia-Romagna,0,45931,0.0661,2
