connector_evse_id,station_name,station_address,station_postal_code,station_coordinates_lat,station_coordinates_lon,station_brand,totEnergy,totSessions,totCost,Potenza (kW),Station Città,Ricavi totali (€) (IVA esclusa),Tempo Totale (min),denominazione_regione,EV_percentage_per_region
IT*F2X*EF2XITLINP51*1,Aeroporto - Linate Prime,Viale dell'Aviazione,20138,45.45359,9.2607,FIMER SPA,1603.687,53,721.67,22.0,Milano,640.9,12252.0,Piemonte,0.0732
IT*F2X*EF2XITLINP51*2,Aeroporto - Linate Prime,Viale dell'Aviazione,20138,45.45359,9.2607,FIMER SPA,937.543,88,453.9,22.0,Milano,495.67,25461.0,Piemonte,0.0732
IT*F2X*EF2XITX2104*2,Area di Servizio - Stura Ovest,A26 - Autostrada dei Trafori,15070,44.592393,8.664861,alpitronic GmbH,11227.678000000002,332,7646.46,,,,,Piemonte,0.0732
IT*F2X*EF2XITA7103*2,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.407908,11.762828,UNKNOWN,2952.173,76,2010.0,,,,,Toscana,0.0877
IT*F2X*EF2XITB5101*1,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.23408,14.09174,alpitronic GmbH,40053.52799999999,1339,27341.12,300.0,Teano,29196.15,36940.0,Campania,0.0206
IT*F2X*EF2XITB5101*2,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.23408,14.09174,alpitronic GmbH,25243.87600000001,817,17216.54,300.0,Teano,18164.53,22353.0,Campania,0.0206
IT*F2X*EF2XITB5102*1,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.23402,14.09175,alpitronic GmbH,32056.883999999995,1032,21806.92,300.0,Teano,27544.02,32921.0,Campania,0.0206
IT*F2X*EF2XITB5102*2,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.23402,14.09175,alpitronic GmbH,15925.092000000015,510,10840.49,300.0,Teano,15651.17,19283.0,Campania,0.0206
IT*F2X*EF2XITN3603*1,Area di Servizio - Montefeltro Ovest,Autostrada Adriatica,47838,43.994391,12.618461,alpitronic GmbH,3854.059,115,2628.24,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITN3603*2,Area di Servizio - Montefeltro Ovest,Autostrada Adriatica,47838,43.994391,12.618461,alpitronic GmbH,7889.242999999995,206,5357.38,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITN8101*1,Area di Servizio - Torre Cerrano Ovest,Autostrada Adriatica,64028,42.53075,14.12417,alpitronic GmbH,9658.326000000005,289,6570.32,300.0,Torre Cerrano,6399.62,7673.0,Abruzzo,0.0374
IT*F2X*EF2XITN8101*2,Area di Servizio - Torre Cerrano Ovest,Autostrada Adriatica,64028,42.53075,14.12417,alpitronic GmbH,14061.691999999985,421,9565.53,300.0,Torre Cerrano,8798.56,10571.0,Abruzzo,0.0374
IT*F2X*EF2XITP2151*1,Area di Servizio - Irpinia Sud,Autostrada dei due Mari,83100,40.925533,14.783258,EVTEC,427.323,23,235.02,62.5,Avellino,601.55,1528.0,Campania,0.0206
IT*F2X*EF2XITP2151*2,Area di Servizio - Irpinia Sud,Autostrada dei due Mari,83100,40.925533,14.783258,EVTEC,35.132000000000005,3,19.33,62.5,Avellino,52.78,144.0,Campania,0.0206
IT*F2X*EF2XITP2151*3,Area di Servizio - Irpinia Sud,Autostrada dei due Mari,83100,40.925533,14.783258,EVTEC,405.2330000000002,85,182.41,22.0,Avellino,130.47,2333.0,Campania,0.0206
IT*F2X*EF2XITN3604*1,Area di Servizio - Montefeltro Ovest,Autostrada Adriatica,47838,43.994404,12.618473,alpitronic GmbH,9952.931999999992,299,6747.8,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITB4551*1,Area di Servizio - Casilina Est,Autostrada del Sole,3030,41.49775,13.684146,EVTEC,5135.878999999996,252,2831.74,62.5,Castrocielo,2260.43,5499.0,Lazio,0.0694
IT*F2X*EF2XITB4551*2,Area di Servizio - Casilina Est,Autostrada del Sole,3030,41.49775,13.684146,EVTEC,687.2710000000002,46,377.85,62.5,Castrocielo,355.89,1448.0,Lazio,0.0694
IT*F2X*EF2XITB4551*3,Area di Servizio - Casilina Est,Autostrada del Sole,3030,41.49775,13.684146,EVTEC,1696.3219999999997,285,765.94,22.0,Castrocielo,417.6,6208.0,Lazio,0.0694
IT*F2X*EF2XITB4501*1,Area di Servizio - Casilina Est,Autostrada del Sole,3030,41.497739,13.684173,alpitronic GmbH,53018.87199999989,1698,36043.11,300.0,Castrocielo,33802.47,38554.0,Lazio,0.0694
IT*F2X*EF2XITP4101*1,Area di Servizio - Calaggio Sud,A16 Autostrada dei due Mari,83059,41.064711,15.314124,alpitronic GmbH,10473.514,365,7095.22,300.0,Vallata,6657.6,8142.0,Campania,0.0206
IT*F2X*EF2XITP4101*2,Area di Servizio - Calaggio Sud,A16 Autostrada dei due Mari,83059,41.064711,15.314124,alpitronic GmbH,4312.428000000001,134,2942.64,300.0,Vallata,3021.08,3620.0,Campania,0.0206
IT*F2X*EF2XITB4501*2,Area di Servizio - Casilina Est,Autostrada del Sole,3030,41.497739,13.684173,alpitronic GmbH,39905.48600000004,1167,27114.31,300.0,Castrocielo,19907.9,23220.0,Lazio,0.0694
IT*F2X*EF2XITB4502*1,Area di Servizio - Casilina Est,Autostrada del Sole,3030,41.497747,13.684229,alpitronic GmbH,38453.61600000002,1570,26168.76,300.0,Castrocielo,21234.44,26527.0,Lazio,0.0694
IT*F2X*EF2XITB4502*2,Area di Servizio - Casilina Est,Autostrada del Sole,3030,41.497747,13.684229,alpitronic GmbH,40682.55399999998,1248,27662.87,300.0,Castrocielo,21107.45,25777.0,Lazio,0.0694
IT*F2X*EF2XITM3101*1,Area di Servizio - Adige Ovest,"A13, Bologna - Padova",45023,45.042081,11.709672,alpitronic GmbH,26705.119999999963,922,18159.52,300.0,Costa di Rovigo,13513.47,15770.0,Veneto,0.062
IT*F2X*EF2XITM3101*2,Area di Servizio - Adige Ovest,"A13, Bologna - Padova",45023,45.042081,11.709672,alpitronic GmbH,19701.26500000001,614,13396.87,300.0,Costa di Rovigo,9472.36,11186.0,Veneto,0.062
IT*F2X*EF2XITM3102*1,Area di Servizio - Adige Ovest,"A13, Bologna - Padova",45023,45.042081,11.709672,alpitronic GmbH,7872.173999999999,232,5363.92,300.0,Costa di Rovigo,5386.59,6425.0,Veneto,0.062
IT*F2X*EF2XITM3102*2,Area di Servizio - Adige Ovest,"A13, Bologna - Padova",45023,45.042081,11.709672,alpitronic GmbH,7835.439,230,5329.81,300.0,Costa di Rovigo,5376.75,6308.0,Veneto,0.062
IT*F2X*EF2XITN0651*1,Area di Servizio - Pioppa Ovest,Autostrada Adriatica,40069,44.51833,11.21339,EVTEC,2898.428999999999,120,1594.34,62.5,Zola Predosa,1236.92,2768.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN0651*2,Area di Servizio - Pioppa Ovest,Autostrada Adriatica,40069,44.51833,11.21339,EVTEC,604.986,40,332.78,62.5,Zola Predosa,274.26,1270.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN0651*3,Area di Servizio - Pioppa Ovest,Autostrada Adriatica,40069,44.51833,11.21339,EVTEC,1044.5700000000002,156,470.01,22.0,Zola Predosa,413.08,6000.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN6501*1,Area di Servizio - Piceno Est,Autostrada Adriatica,63828,43.075081,13.844133,alpitronic GmbH,24504.335999999967,766,16687.94,300.0,Campofilone,13697.73,15956.0,Marche,0.0407
IT*F2X*EF2XITN0551*1,Area di Servizio - Pioppa Est,A14 - Autostrada Adriatica,40069,44.51962,11.21388,EVTEC,2751.7300000000014,127,1515.11,62.5,Bologna,1695.17,3983.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN0551*2,Area di Servizio - Pioppa Est,A14 - Autostrada Adriatica,40069,44.51962,11.21388,EVTEC,525.157,34,290.03,62.5,Bologna,294.49,1289.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN0551*3,Area di Servizio - Pioppa Est,A14 - Autostrada Adriatica,40069,44.51962,11.21388,EVTEC,912.231,147,411.01,22.0,Bologna,347.4,4871.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITO3651*1,Area di Servizio - Canne della Battaglia ovest,Autostrada Adriatica,76123,41.250764,16.218878,EVTEC,1811.635,90,996.38,62.5,Andria,771.02,1663.0,Puglia,0.0246
IT*F2X*EF2XITO3651*2,Area di Servizio - Canne della Battaglia ovest,Autostrada Adriatica,76123,41.250764,16.218878,EVTEC,198.04100000000005,18,108.92,62.5,Andria,170.72,898.0,Puglia,0.0246
IT*F2X*EF2XITO3651*3,Area di Servizio - Canne della Battaglia ovest,Autostrada Adriatica,76123,41.250764,16.218878,EVTEC,420.7510000000001,77,189.35,22.0,Andria,150.74,2344.0,Puglia,0.0246
IT*F2X*EF2XITN6501*2,Area di Servizio - Piceno Est,Autostrada Adriatica,63828,43.075081,13.844133,alpitronic GmbH,12171.570000000009,374,8253.32,300.0,Campofilone,6662.45,7977.0,Marche,0.0407
IT*F2X*EF2XITN6502*1,Area di Servizio - Piceno Est,Autostrada Adriatica,63828,43.075146,13.844111,alpitronic GmbH,15799.844000000014,498,10706.76,300.0,Campofilone,8122.53,9384.0,Marche,0.0407
IT*F2X*EF2XITN6502*2,Area di Servizio - Piceno Est,Autostrada Adriatica,63828,43.075146,13.844111,alpitronic GmbH,23677.57900000001,726,16092.07,300.0,Campofilone,12572.5,14348.0,Marche,0.0407
IT*F2X*EF2XITN6551*1,Area di Servizio - Piceno Est,Autostrada Adriatica,63828,43.07504,13.844353,EVTEC,1389.2870000000005,71,764.74,62.5,Campofilone,611.92,1377.0,Marche,0.0407
IT*F2X*EF2XITN6551*2,Area di Servizio - Piceno Est,Autostrada Adriatica,63828,43.07504,13.844353,EVTEC,268.38800000000003,20,155.14,62.5,Campofilone,241.53,986.0,Marche,0.0407
IT*F2X*EF2XITN6551*3,Area di Servizio - Piceno Est,Autostrada Adriatica,63828,43.07504,13.844353,EVTEC,433.326,94,194.98,22.0,Campofilone,127.27,2664.0,Marche,0.0407
IT*F2X*EF2XITO3551*1,Area di Servizio - Canne della Battaglia Est,Autostrada Adriatica,76123,41.251762,16.220455,EVTEC,1743.9770000000003,74,959.19,62.5,Andria,839.3,1946.0,Puglia,0.0246
IT*F2X*EF2XITO3551*2,Area di Servizio - Canne della Battaglia Est,Autostrada Adriatica,76123,41.251762,16.220455,EVTEC,195.69599999999997,11,107.63,62.5,Andria,161.55,741.0,Puglia,0.0246
IT*F2X*EF2XITO3551*3,Area di Servizio - Canne della Battaglia Est,Autostrada Adriatica,76123,41.251762,16.220455,EVTEC,372.24899999999985,73,167.55,22.0,Andria,107.14,1991.0,Puglia,0.0246
IT*F2X*EF2XITJ3001*1,Area di Servizio - Aurelia Sud,Autostrada dei fiori,17100,44.287675,8.441118,alpitronic GmbH,23603.159999999996,715,16052.45,300.0,Savona,15456.74,18431.0,Liguria,0.0664
IT*F2X*EF2XITJ3001*2,Area di Servizio - Aurelia Sud,Autostrada dei fiori,17100,44.287675,8.441118,alpitronic GmbH,29695.923999999995,838,20194.91,300.0,Savona,15939.31,18440.0,Liguria,0.0664
IT*F2X*EF2XITJ3002*1,Area di Servizio - Aurelia Sud,Autostrada dei fiori,17100,44.287676,8.441151,alpitronic GmbH,20538.35000000001,666,13982.13,300.0,Savona,12982.11,15214.0,Liguria,0.0664
IT*F2X*EF2XITJ3002*2,Area di Servizio - Aurelia Sud,Autostrada dei fiori,17100,44.287676,8.441151,alpitronic GmbH,19059.176,563,12963.76,300.0,Savona,11648.15,14108.0,Liguria,0.0664
IT*F2X*EF2XITD2104*1,Area di Servizio - Brianza Sud,A4 Torino - Trieste,20864,45.574202,9.393671,UNKNOWN,4016.807999999999,55,2731.46,,,,,Lombardia,0.0767
IT*F2X*EF2XITD2104*2,Area di Servizio - Brianza Sud,A4 Torino - Trieste,20864,45.574202,9.393671,UNKNOWN,1765.707,55,1205.62,,,,,Lombardia,0.0767
IT*F2X*EF2XITD2103*1,Area di Servizio - Brianza Sud,A4 Torino - Trieste,20864,45.574048,9.393228,alpitronic GmbH,6088.727000000001,226,4148.62,,,,,Lombardia,0.0767
IT*F2X*EF2XITD2103*2,Area di Servizio - Brianza Sud,A4 Torino - Trieste,20864,45.574048,9.393228,alpitronic GmbH,4129.101999999999,140,2808.55,,,,,Lombardia,0.0767
IT*F2X*EF2XITI1104*1,Area di Servizio - Lario Ovest,A9 Autostrada dei laghi,22071,45.729809,9.028021,UNKNOWN,6325.4090000000015,218,4307.0,,,,,Lombardia,0.0767
IT*F2X*EF2XITI1104*2,Area di Servizio - Lario Ovest,A9 Autostrada dei laghi,22071,45.729809,9.028021,UNKNOWN,5121.287999999999,148,3483.19,,,,,Lombardia,0.0767
IT*F2X*EF2XITI1103*1,Area di Servizio - Lario Ovest,A9 Autostrada dei laghi,22071,45.729814,9.027998,UNKNOWN,4290.288999999999,136,2921.03,,,,,Lombardia,0.0767
IT*F2X*EF2XITI1103*2,Area di Servizio - Lario Ovest,A9 Autostrada dei laghi,22071,45.729814,9.027998,UNKNOWN,12222.491,350,8320.99,,,,,Lombardia,0.0767
IT*F2X*EF2XITA2103*1,Area di Servizio - Arda Ovest,A1 - Autostrada del Sole,29017,44.962876,9.904446,alpitronic GmbH,7017.058000000002,214,4756.41,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITA2103*2,Area di Servizio - Arda Ovest,A1 - Autostrada del Sole,29017,44.962876,9.904446,alpitronic GmbH,7205.710999999998,198,4881.44,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITA2104*1,Area di Servizio - Arda Ovest,A1 - Autostrada del Sole,29017,44.962845,9.904528,alpitronic GmbH,1702.44,46,1158.98,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITA2104*2,Area di Servizio - Arda Ovest,A1 - Autostrada del Sole,29017,44.962845,9.904528,alpitronic GmbH,1608.6029999999998,47,1095.93,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITA2003*1,Area di Servizio - Arda Est,A1 - Autostrada del Sole,29017,44.962729,9.906592,alpitronic GmbH,13641.22799999998,426,9285.04,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITA2003*2,Area di Servizio - Arda Est,A1 - Autostrada del Sole,29017,44.962729,9.906592,alpitronic GmbH,10292.526000000003,284,7011.43,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2103*1,Area di Servizio - Po Ovest,A13 Bologna - Padova,44121,44.88008,11.569063,alpitronic GmbH,1607.7040000000002,53,1094.2,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2103*2,Area di Servizio - Po Ovest,A13 Bologna - Padova,44121,44.88008,11.569063,alpitronic GmbH,1455.148,38,989.51,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2104*1,Area di Servizio - Po Ovest,A13 Bologna - Padova,44121,44.880125,11.569063,alpitronic GmbH,1982.611,71,1348.5,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2104*2,Area di Servizio - Po Ovest,A13 Bologna - Padova,44121,44.880125,11.569063,alpitronic GmbH,2796.447000000001,78,1902.1,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITB4102*1,Area di Servizio - La Macchia Ovest,Autostrada del Sole,3012,41.686022,13.187523,alpitronic GmbH,40079.49200000001,1319,27277.87,300.0,Anagni,24145.86,28801.0,Lazio,0.0694
IT*F2X*EF2XITB4102*2,Area di Servizio - La Macchia Ovest,Autostrada del Sole,3012,41.686022,13.187523,alpitronic GmbH,18449.712000000007,591,12520.17,300.0,Anagni,9327.88,10951.0,Lazio,0.0694
IT*F2X*EF2XITB4101*1,Area di Servizio - La Macchia Ovest,Autostrada del Sole,3012,41.686065,13.187462,alpitronic GmbH,52073.2799999999,1739,35436.79,300.0,Anagni,32206.11,38341.0,Lazio,0.0694
IT*F2X*EF2XITB4101*2,Area di Servizio - La Macchia Ovest,Autostrada del Sole,3012,41.686065,13.187462,alpitronic GmbH,43181.387999999984,1380,29369.18,300.0,Anagni,25141.31,29789.0,Lazio,0.0694
IT*F2X*EF2XITA1601*1,Area di Servizio - Somaglia Ovest,A1 - Autostrada del Sole,26867,45.142303,9.632834,alpitronic GmbH,21592.647999999976,871,14690.96,300.0,Somaglia,12316.16,15466.0,Lombardia,0.0767
IT*F2X*EF2XITA1601*2,Area di Servizio - Somaglia Ovest,A1 - Autostrada del Sole,26867,45.142303,9.632834,alpitronic GmbH,21025.570000000003,633,14288.8,300.0,Somaglia,12045.01,14631.0,Lombardia,0.0767
IT*F2X*EF2XITB5103*1,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.234115,14.091836,alpitronic GmbH,9760.997,308,6604.34,,,,,Campania,0.0206
IT*F2X*EF2XITB5103*2,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.234115,14.091836,alpitronic GmbH,10614.872000000008,321,7194.4,,,,,Campania,0.0206
IT*F2X*EF2XITB5104*1,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.2341,14.091828,alpitronic GmbH,5874.071,192,3993.98,,,,,Campania,0.0206
IT*F2X*EF2XITB5104*2,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.2341,14.091828,alpitronic GmbH,3288.8129999999996,99,2231.47,,,,,Campania,0.0206
IT*F2X*EF2XITI1102*1,Area di Servizio - Lario Ovest,A9 Autostrada dei laghi,22071,45.729876,9.028002,alpitronic GmbH,35807.231999999996,1308,24244.37,300.0,Cadorago,27090.01,32244.0,Lombardia,0.0767
IT*F2X*EF2XITI1102*2,Area di Servizio - Lario Ovest,A9 Autostrada dei laghi,22071,45.729876,9.028002,alpitronic GmbH,33978.36599999998,1087,23110.11,300.0,Cadorago,16222.44,19395.0,Lombardia,0.0767
IT*F2X*EF2XITI1101*1,Area di Servizio - Lario Ovest,A9 Autostrada dei laghi,22071,45.729872,9.028027,alpitronic GmbH,29238.683999999997,1004,19887.3,300.0,Cadorago,17837.65,21325.0,Lombardia,0.0767
IT*F2X*EF2XITI1101*2,Area di Servizio - Lario Ovest,A9 Autostrada dei laghi,22071,45.729872,9.028027,alpitronic GmbH,48570.02399999992,1514,33054.54,300.0,Cadorago,27387.52,32582.0,Lombardia,0.0767
IT*F2X*EF2XITM2002*1,Area di Servizio - Po Est,A13 Bologna - Padova,44121,44.879309,11.570733,alpitronic GmbH,15806.34000000001,525,10774.78,300.0,Ferrara,16158.22,19054.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2002*2,Area di Servizio - Po Est,A13 Bologna - Padova,44121,44.879309,11.570733,alpitronic GmbH,18328.060000000012,616,12472.71,300.0,Ferrara,15615.46,19347.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITA1602*1,Area di Servizio - Somaglia Ovest,A1 - Autostrada del Sole,26867,45.142295,9.63287,alpitronic GmbH,28951.365999999973,1032,19695.61,300.0,Somaglia,15244.37,23574.0,Lombardia,0.0767
IT*F2X*EF2XITA1602*2,Area di Servizio - Somaglia Ovest,A1 - Autostrada del Sole,26867,45.142295,9.63287,alpitronic GmbH,28369.616000000005,929,19271.55,300.0,Somaglia,12827.37,20047.0,Lombardia,0.0767
IT*F2X*EF2XITM1002*2,Area di Servizio - Castel Bentivoglio Est,A13 Bologna - Padova,40010,44.621103,11.419783,alpitronic GmbH,9505.767999999998,371,6466.88,300.0,Bentivoglio,4949.97,6023.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITA1651*1,Area di Servizio - Somaglia Ovest,A1 - Autostrada del Sole,26867,45.142338,9.632621,EVTEC,3512.0649999999996,172,1937.2,62.5,Somaglia,1797.01,4197.0,Lombardia,0.0767
IT*F2X*EF2XITA1651*2,Area di Servizio - Somaglia Ovest,A1 - Autostrada del Sole,26867,45.142338,9.632621,EVTEC,544.767,32,299.64,62.5,Somaglia,364.73,1462.0,Lombardia,0.0767
IT*F2X*EF2XITN6601*1,Area di Servizio - Piceno Ovest,Autostrada Adriatica,63828,43.075092,13.842841,alpitronic GmbH,21653.43199999999,677,14726.04,300.0,Campofilone,13751.1,15450.0,Marche,0.0407
IT*F2X*EF2XITN6601*2,Area di Servizio - Piceno Ovest,Autostrada Adriatica,63828,43.075092,13.842841,alpitronic GmbH,19228.06199999998,569,13025.88,300.0,Campofilone,10257.45,12573.0,Marche,0.0407
IT*F2X*EF2XITN6602*1,Area di Servizio - Piceno Ovest,Autostrada Adriatica,63828,43.074984,13.842805,alpitronic GmbH,14188.315999999992,486,9649.98,300.0,Campofilone,9250.49,10518.0,Marche,0.0407
IT*F2X*EF2XITN6602*2,Area di Servizio - Piceno Ovest,Autostrada Adriatica,63828,43.074984,13.842805,alpitronic GmbH,13002.966,402,8842.12,300.0,Campofilone,6664.48,7761.0,Marche,0.0407
IT*F2X*EF2XITA1651*3,Area di Servizio - Somaglia Ovest,A1 - Autostrada del Sole,26867,45.142338,9.632621,EVTEC,1244.888,219,560.21,22.0,Somaglia,341.35,5521.0,Lombardia,0.0767
IT*F2X*EF2XITG7001*1,Area di Servizio - Giovi Est,A7 - Autostrada dei Giovi,16019,44.603742,8.953914,alpitronic GmbH,15335.921999999991,548,10427.12,300.0,Ronco Scrivia,8509.02,10362.0,Liguria,0.0664
IT*F2X*EF2XITG7001*2,Area di Servizio - Giovi Est,A7 - Autostrada dei Giovi,16019,44.603742,8.953914,alpitronic GmbH,10590.413000000008,342,7201.68,300.0,Ronco Scrivia,4821.69,5423.0,Liguria,0.0664
IT*F2X*EF2XITM1051*1,Area di Servizio - Castel Bentivoglio Est,A13 Bologna - Padova,40010,44.621041,11.419495,EVTEC,1164.437,56,640.42,62.5,Bentivoglio,465.76,1257.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITM1051*2,Area di Servizio - Castel Bentivoglio Est,A13 Bologna - Padova,40010,44.621041,11.419495,EVTEC,448.8809999999999,28,246.89,62.5,Bentivoglio,277.18,930.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITM1051*3,Area di Servizio - Castel Bentivoglio Est,A13 Bologna - Padova,40010,44.621041,11.419495,EVTEC,739.7969999999999,126,333.64,22.0,Bentivoglio,254.42,3391.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITCOLMI06*2,COLUMBUS - 06,Via Michelangelo Buonarroti,20145,45.472776,9.15579,UNKNOWN,54.799,5,24.66,,,,,Piemonte,0.0732
IT*F2X*EF2XITM2001*1,Area di Servizio - Po Est,A13 Bologna - Padova,44121,44.879309,11.570733,alpitronic GmbH,23507.800000000032,819,16026.37,300.0,Ferrara,22033.32,25868.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2001*2,Area di Servizio - Po Est,A13 Bologna - Padova,44121,44.879309,11.570733,alpitronic GmbH,16229.983999999984,560,11040.16,300.0,Ferrara,12249.42,17211.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITG7002*1,Area di Servizio - Giovi Est,A7 - Autostrada dei Giovi,16019,44.603752,8.953927,alpitronic GmbH,13768.21699999999,520,9364.42,300.0,Ronco Scrivia,6186.25,7754.0,Liguria,0.0664
IT*F2X*EF2XITG7002*2,Area di Servizio - Giovi Est,A7 - Autostrada dei Giovi,16019,44.603752,8.953927,alpitronic GmbH,20118.934999999976,694,13681.86,300.0,Ronco Scrivia,8971.91,11078.0,Liguria,0.0664
IT*F2X*EF2XITM1001*1,Area di Servizio - Castel Bentivoglio Est,A13 Bologna - Padova,40010,44.621103,11.419783,alpitronic GmbH,12315.128,438,8374.38,300.0,Bentivoglio,6946.19,8533.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2101*1,Area di Servizio - Po Ovest,A13 Bologna - Padova,44121,44.880125,11.569063,alpitronic GmbH,19714.00000000001,678,13408.49,300.0,Ferrara,16225.59,18747.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2101*2,Area di Servizio - Po Ovest,A13 Bologna - Padova,44121,44.880125,11.569063,alpitronic GmbH,16696.076,522,11364.64,300.0,Ferrara,11083.4,13749.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2102*1,Area di Servizio - Po Ovest,A13 Bologna - Padova,44121,44.88008,11.569063,alpitronic GmbH,13205.322,423,8979.6,300.0,Ferrara,10269.54,12117.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2102*2,Area di Servizio - Po Ovest,A13 Bologna - Padova,44121,44.88008,11.569063,alpitronic GmbH,9808.338,319,6669.73,300.0,Ferrara,6907.53,8703.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITA1151*1,Area di Servizio - San Zenone al Lambro Ovest,A1 - Autostrada del Sole,20070,45.320858,9.375379,EVTEC,2528.952,120,1398.41,62.5,Melegnano,799.96,2290.0,Lombardia,0.0767
IT*F2X*EF2XITD3001*1,Area di Servizio - Brembo Nord,A4 Torino - Venezia,24040,45.6329,9.599531,UNKNOWN,11574.308000000005,366,7921.0,300.0,Osio Sopra,1292.91,1615.0,Lombardia,0.0767
IT*F2X*EF2XITB2651*1,Area di Servizio - Prenestina Ovest,A1 - Autostrada del Sole,10,41.889611,12.758468,EVTEC,2809.481,127,1589.94,62.5,Roma,770.5600000000001,1843.0,Lazio,0.0694
IT*F2X*EF2XITB2651*2,Area di Servizio - Prenestina Ovest,A1 - Autostrada del Sole,10,41.889611,12.758468,EVTEC,154.778,13,87.37,62.5,Roma,188.45,736.0,Lazio,0.0694
IT*F2X*EF2XITB2651*3,Area di Servizio - Prenestina Ovest,A1 - Autostrada del Sole,10,41.889611,12.758468,EVTEC,474.2960000000003,100,232.57,22.0,Roma,146.69,2761.0,Lazio,0.0694
IT*F2X*EF2XITD3001*2,Area di Servizio - Brembo Nord,A4 Torino - Venezia,24040,45.6329,9.599531,UNKNOWN,11882.138000000004,365,8080.29,300.0,Osio Sopra,911.69,1300.0,Lombardia,0.0767
IT*F2X*EF2XITD3002*1,Area di Servizio - Brembo Nord,A4 Torino - Venezia,24040,45.632842,9.599435,UNKNOWN,23588.021000000022,836,16056.46,300.0,Osio Sopra,5426.19,6603.0,Lombardia,0.0767
IT*F2X*EF2XITD3002*2,Area di Servizio - Brembo Nord,A4 Torino - Venezia,24040,45.632842,9.599435,UNKNOWN,29882.45599999997,971,20325.12,300.0,Osio Sopra,5517.2,7017.0,Lombardia,0.0767
IT*F2X*EF2XITD3051*1,Area di Servizio - Brembo Nord,A4 Torino - Venezia,24040,45.632936,9.599632,UNKNOWN,1805.867,102,994.25,62.5,Osio Sopra,198.21,512.0,Lombardia,0.0767
IT*F2X*EF2XITD3051*2,Area di Servizio - Brembo Nord,A4 Torino - Venezia,24040,45.632936,9.599632,UNKNOWN,543.0879999999999,40,298.7,62.5,Osio Sopra,117.66,392.0,Lombardia,0.0767
IT*F2X*EF2XITD3051*3,Area di Servizio - Brembo Nord,A4 Torino - Venezia,24040,45.632936,9.599632,UNKNOWN,750.3439999999998,117,338.74,22.0,Osio Sopra,121.16,1869.0,Lombardia,0.0767
IT*F2X*EF2XITK1101*1,Area di Servizio - Peretola Sud,Autostrada Firenze-Mare,50019,43.818725,11.172365,alpitronic GmbH,34235.464000000014,1144,23288.44,300.0,Sesto Fiorentino,22277.04,26299.0,Toscana,0.0877
IT*F2X*EF2XITK1101*2,Area di Servizio - Peretola Sud,Autostrada Firenze-Mare,50019,43.818725,11.172365,alpitronic GmbH,25044.145999999997,829,16995.63,300.0,Sesto Fiorentino,13794.52,17816.0,Toscana,0.0877
